case,normalized_centerline_position,smoothed_diameter_px,reference_diameter_px
V09,0.8070108762553867,11.366334915161133,10.255078172045787
V09,0.8087761406671442,11.363018989562988,10.244998688233359
V09,0.8112726015394263,11.411564826965332,10.230744145524106
V09,0.8130378659511838,11.50190544128418,10.22066466171168
V09,0.8148031303629413,11.526962280273438,10.210585177899253
V09,0.8165683947746988,11.565766334533691,10.200505694086825
V09,0.8190648556469808,11.555395126342773,10.186251151377572
V09,0.8208301200587383,11.546890258789062,10.176171667565145
V09,0.8225953844704958,11.528548240661621,10.166092183752717
V09,0.8243606488822534,11.501757621765137,10.156012699940291
V09,0.8268571097545354,11.465206146240234,10.141758157231038
V09,0.8286223741662929,11.373764038085938,10.13167867341861
V09,0.8303876385780504,11.22743034362793,10.121599189606183
V09,0.8321529029898079,11.203413963317871,10.111519705793757
V09,0.8339181674015654,11.204851150512695,10.101440221981331
V09,0.8364146282738474,11.136517524719238,10.087185679272077
V09,0.8381798926856049,11.017313003540039,10.077106195459649
V09,0.8399451570973624,11.024444580078125,10.067026711647223
V09,0.8417104215091199,11.104111671447754,10.056947227834797
V09,0.8434756859208774,11.13287353515625,10.04686774402237
V09,0.8459721467931595,11.039850234985352,10.032613201313115
V09,0.847737411204917,11.069454193115234,10.02253371750069
V09,0.8495026756166745,11.118273735046387,10.012454233688263
V09,0.851267940028432,11.144472122192383,10.002374749875836
V09,0.853764400900714,11.080869674682617,9.988120207166581
V09,0.8555296653124715,10.956480026245117,9.978040723354155
V09,0.857294929724229,10.896724700927734,9.96796123954173
V09,0.8590601941359866,10.89979362487793,9.957881755729302
V09,0.8615566550082686,10.7659912109375,9.943627213020047
V09,0.8633219194200261,10.578545570373535,9.933547729207621
V09,0.8650871838317836,10.338177680969238,9.923468245395195
V09,0.8668524482435411,10.188179016113281,9.913388761582768
V09,0.8686177126552986,10.017629623413086,9.90330927777034
V09,0.8711141735275807,9.905667304992676,9.889054735061087
V09,0.8728794379393382,9.759414672851562,9.87897525124866
V09,0.8746447023510957,9.631229400634766,9.868895767436232
V09,0.8764099667628531,9.604071617126465,9.858816283623806
V09,0.8781752311746106,9.633535385131836,9.84873679981138
V09,0.8806716920468927,9.644611358642578,9.834482257102128
V09,0.8824369564586502,9.620153427124023,9.8244027732897
V09,0.8842022208704077,9.62109088897705,9.814323289477272
V09,0.8859674852821652,9.800437927246094,9.804243805664846
V09,0.8884639461544472,9.996830940246582,9.789989262955592
V09,0.8902292105662047,10.123213768005371,9.779909779143164
V09,0.8919944749779622,10.144609451293945,9.769830295330738
V09,0.8937597393897198,10.093086242675781,9.759750811518312
V09,0.8955250038014773,10.020774841308594,9.749671327705885
V09,0.8972902682132348,9.781065940856934,9.739591843893457
V09,0.8990555326249923,9.31716251373291,9.729512360081031
V09,0.9008207970367498,8.907652854919434,9.719432876268606
V09,0.9025860614485073,8.4970064163208,9.709353392456178
V09,0.9050825223207893,8.002961158752441,9.695098849746923
V09,0.9075789831930714,7.353708267211914,9.68084430703767
V09,0.9100754440653535,6.741377830505371,9.666589764328416
V09,0.9118407084771109,6.10210657119751,9.65651028051599
V09,0.9143371693493929,5.470409870147705,9.642255737806735
V09,0.916833630221675,4.8697309494018555,9.628001195097482
V09,0.919330091093957,4.258023738861084,9.613746652388228
V09,0.9210953555057145,3.826098680496216,9.6036671685758
V09,0.9235918163779966,3.4262032508850098,9.589412625866547
V09,0.9260882772502786,3.183657169342041,9.575158083157293
V09,0.9278535416620362,3.091681957244873,9.565078599344865
V09,0.9303500025343182,3.056889057159424,9.550824056635612
V09,0.9328464634066003,2.9177699089050293,9.536569513926358
V09,0.9353429242788822,2.9256386756896973,9.522314971217105
V09,0.9378393851511643,2.948575258255005,9.50806042850785
V09,0.9403358460234463,3.0934712886810303,9.493805885798597
V09,0.9428323068957284,3.2342529296875,9.47955134308934
V09,0.9453287677680104,3.3528125286102295,9.465296800380088
V09,0.947094032179768,3.6664748191833496,9.455217316567662
V09,0.94959049305205,4.038346767425537,9.440962773858407
V09,0.9513557574638075,4.3532938957214355,9.43088329004598
V09,0.953121021875565,4.685621738433838,9.420803806233554
V09,0.9556174827478471,5.087742805480957,9.4065492635243
V09,0.958113943620129,5.379944324493408,9.392294720815046
V09,0.9598792080318865,5.625843524932861,9.382215237002619
V09,0.9623756689041686,5.844503879547119,9.367960694293366
V09,0.9641409333159261,5.9302191734313965,9.357881210480938
V09,0.9666373941882082,5.92320442199707,9.343626667771684
V09,0.9684026585999657,5.731574535369873,9.333547183959258
V09,0.9708991194722477,5.5637526512146,9.319292641250003
V09,0.9726643838840052,5.35270357131958,9.309213157437576
V09,0.9744296482957627,5.139482498168945,9.29913367362515
V09,0.9769261091680448,4.881491184234619,9.284879130915897
V09,0.9786913735798023,4.777505397796631,9.27479964710347
V09,0.9811878344520844,4.646477222442627,9.260545104394215
V09,0.9836842953243664,4.514141082763672,9.246290561684962
V09,0.9854495597361238,4.380497455596924,9.236211077872536
V09,0.9879460206084059,4.245546817779541,9.221956535163281
V09,0.9904424814806879,4.109288692474365,9.207701992454027
V09,0.9922077458924454,3.971723794937134,9.1976225086416
V09,0.9947042067647275,3.8328511714935303,9.183367965932346
V09,0.996469471176485,3.692671775817871,9.173288482119919
V09,0.9982347355882425,3.551185131072998,9.163208998307493
V09,1.0,3.408390760421753,9.153129514495067
